"","journal","year","editor_id","first_name","middle_name","last_name","title","category.x","name","unit","city.x","state","country","geo.code_prior_class","geo.code","income_level","region","source.x","unitid","city.y","stabbr","category.y","classification","source.y"
"917","evol",2007,2366,"michael",NA,"travisano","ae","se","university of houston",NA,"houston","TX","usa",NA,"USA","High income: OECD","North America","class","225511","houston","tx","15","doctoral","carnegie"
"918","amnat",2009,239,"blaine","j","cole","editorial.board","se","university of houston",NA,"houston","TX","usa",NA,"USA","High income: OECD","North America","class","225511","houston","tx","15","doctoral","carnegie"
"919","biocon",1993,2985,"r","gerald","wright","eb","se","university of idaho",NA,"moscow","ID","usa",NA,"USA","High income: OECD","North America","class","142285","moscow","id","16","doctoral","carnegie"
"920","conbio",1994,242,"blair",NA,"csuti","se","se","university of idaho","idaho cooperative fish & wildlife research unit","moscow","ID","usa",NA,"USA","High income: OECD","North America","class","142285","moscow","id","16","doctoral","carnegie"
"921","amnat",1998,1375,"john","a","byers","editorial.board","se","university of idaho",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","142285","moscow","id","16","doctoral","carnegie"
"922","amnat",1999,3002,"steven","n","austad","editorial.board","se","university of idaho",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","142285","moscow","id","16","doctoral","carnegie"
"923","amnat",1999,1266,"holly","a","wichman","editorial.board","se","university of idaho",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","142285","moscow","id","16","doctoral","carnegie"
"924","biocon",2000,2347,"m","j","scott","eb","se","university of idaho","idaho cooperative fish and wildlife research unit","moscow","ID","usa",NA,"USA","High income: OECD","North America","class","142285","moscow","id","16","doctoral","carnegie"
"925","evol",2003,2508,"olle",NA,"pellmyr","ae","se","university of idaho",NA,"moscow","ID","usa",NA,"USA","High income: OECD","North America","class","142285","moscow","id","16","doctoral","carnegie"
"926","evol",2009,3134,"scott","l","nuismer","ae","se","university of idaho",NA,"moscow","ID","usa",NA,"USA","High income: OECD","North America","class","142285","moscow","id","16","doctoral","carnegie"
"927","conbio",2012,645,"dale",NA,"goble","se","se","university of idaho",NA,"moscow","ID","usa",NA,"USA","High income: OECD","North America","class","142285","moscow","id","16","doctoral","carnegie"
"928","evol",2012,1990,"luke",NA,"harmon","ae","se","university of idaho",NA,"moscow","ID","usa",NA,"USA","High income: OECD","North America","class","142285","moscow","id","16","doctoral","carnegie"
"929","evol",1985,730,"david","l","nanney","special.editor","special","university of illinois",NA,"urbana-champaign-urbana-champaign-champaign-urbana-champaign-champaign","IL","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"930","oecol",1985,961,"fakhri","a","bazzaz","editorial.board","se","university of illinois",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"931","evol",1988,2256,"michael","r","lynch","ae","se","university of illinois",NA,"urbana-champaign-urbana-champaign-champaign-urbana-champaign-champaign","IL","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"932","evol",1990,2108,"may","r","berenbaum","ae","se","university of illinois",NA,"urbana-champaign-urbana-champaign-champaign-urbana-champaign-champaign","IL","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"933","amnat",1991,2417,"nancy","t","burley","editorial.board","se","university of illinois",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"934","bitr",1993,3019,"sandra",NA,"brown","se","se","university of illinois",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"935","plantecol",1993,873,"evan","h","delucia","editor","se","university of illinois","university of illinois","urbana-champaign-urbana-champaign-champaign","IL","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"936","oecol",1994,3102,"steven","l","kohler","editorial.board","se","university of illinois",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"937","conbio",1999,1894,"ken","n","paige","se","se","university of illinois","program for ecology evolution & conservation biology","urbana-champaign-urbana-champaign-champaign-urbana-champaign-urbana-champaign-champaign-urbana-champaign-champaign","IL","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"938","gcb",2000,3115,"stephen","p","long","chief editor","eic","university of illinois",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"939","oecol",2000,1592,"john","f","lussenhop","editorial.board","se","university of illinois",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"940","amnat",2003,3556,"joel","s","brown","editorial.board","se","university of illinois",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"941","oecol",2005,381,"carla","e","caceres","editorial.board","se","university of illinois",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"942","evol",2006,1850,"kimberly","a","hughes","ae","se","university of illinois",NA,"urbana-champaign-urbana-champaign-champaign-urbana-champaign-champaign","IL","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"943","funecol",2006,1414,"james","w","dalling","associate editor","ae","university of illinois",NA,NA,"IL","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"944","leco",2010,2950,"r",NA,"schooley","se","se","university of illinois",NA,"urbana-champaign-urbana-champaign-champaign","IL","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"945","oecol",2010,545,"christopher","j","whelan","handling.editor","se","university of illinois",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"946","evol",2011,2813,"rebecca","c","fuller","ae","se","university of illinois",NA,"urbana-champaign-urbana-champaign-champaign-urbana-champaign-champaign","IL","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"947","ajb",2013,275,"boris",NA,"igic","ae","se","university of illinois",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"948","conbio",2013,6,"amy",NA,"ando","se","se","university of illinois",NA,"urbana-champaign-urbana-champaign-champaign-urbana-champaign-urbana-champaign-champaign-urbana-champaign-champaign","IL","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"949","leco",2013,3570,"j","r","miller","editorial.board","se","university of illinois",NA,"urbana-champaign-urbana-champaign-champaign","IL","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"950","evol",2014,3096,"sears",NA,"karen","ae","se","university of illinois",NA,"urbana-champaign-urbana-champaign-champaign-urbana-champaign-champaign","IL","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"951","ecology",1994,356,"carol","k","augspurger",NA,"se","university of illinois",NA,"urbana-champaign-urbana-champaign-champaign-urbana-champaign-champaign","IL","usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"952","ecology",2005,224,"arthur","r","zangerl",NA,"se","university of illinois",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"953","ecology",2009,990,"feng","sheng","hu",NA,"se","university of illinois",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class",NA,NA,NA,NA,NA,NA
"954","evol",1985,3213,"stephen","green","weller","ae","se","university of illinois chicago",NA,"chicago","IL","usa",NA,"USA","High income: OECD","North America","class","145600","chicago","il","15","doctoral","carnegie"
"955","evol",1987,309,"brian",NA,"nichols","ae","se","university of illinois chicago",NA,"chicago","IL","usa",NA,"USA","High income: OECD","North America","class","145600","chicago","il","15","doctoral","carnegie"
"956","conbio",1997,2090,"mary","v","ashley","se","se","university of illinois chicago",NA,"chicago","IL","usa",NA,"USA","High income: OECD","North America","class","145600","chicago","il","15","doctoral","carnegie"
"957","plantecol",1997,1208,"henry","f","howe","editor","se","university of illinois chicago","department of biological sciences","chicago","IL","usa",NA,"USA","High income: OECD","North America","class","145600","chicago","il","15","doctoral","carnegie"
"958","oecol",2006,1178,"hormoz",NA,"bassirirad","editorial.board","se","university of illinois chicago",NA,"chicago",NA,"usa",NA,"USA","High income: OECD","North America","class","145600","chicago","il","15","doctoral","carnegie"
"959","leco",2013,921,"e","s","minor","editorial.board","se","university of illinois chicago",NA,"chicago","IL","usa",NA,"USA","High income: OECD","North America","class","145600","chicago","il","15","doctoral","carnegie"
"960","evol",1985,1454,"joseph",NA,"frankel","special.editor","special","university of iowa",NA,"iowa city","IA","usa",NA,"USA","High income: OECD","North America","class","153658","iowa city","ia","15","doctoral","carnegie"
"961","evol",1985,2894,"roger",NA,"milkman","editor","se","university of iowa",NA,"iowa city","IA","usa",NA,"USA","High income: OECD","North America","class","153658","iowa city","ia","15","doctoral","carnegie"
"962","leco",1999,1121,"george",NA,"malanson","se","se","university of iowa","department of geography",NA,NA,"usa",NA,"USA","High income: OECD","North America","class","153658","iowa city","ia","15","doctoral","carnegie"
"963","plantecol",2000,2734,"richard","green","baker","editor","se","university of iowa","department of geology","iowa city","IA","usa",NA,"USA","High income: OECD","North America","class","153658","iowa city","ia","15","doctoral","carnegie"
"964","ajb",2005,899,"erin",NA,"irish","ae","se","university of iowa",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","153658","iowa city","ia","15","doctoral","carnegie"
"965","evol",2014,2447,"neiman",NA,"maurine","ae","se","university of iowa",NA,"iowa city","IA","usa",NA,"USA","High income: OECD","North America","class","153658","iowa city","ia","15","doctoral","carnegie"
"966","ecology",1985,2779,"robert","w","cruden",NA,"se","university of iowa",NA,"iowa city","IA","usa",NA,"USA","High income: OECD","North America","class","153658","iowa city","ia","15","doctoral","carnegie"
"967","arees",1985,2851,"richard","f","johnston","e","eic","university of kansas",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","155317","lawrence","ks","15","doctoral","carnegie"
"968","arees",1985,486,"charles","d","michener","ae","ae","university of kansas",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","155317","lawrence","ks","15","doctoral","carnegie"
"969","evol",1988,2594,"philip","w","hedrick","ae","se","university of kansas",NA,"lawrence","KS","usa",NA,"USA","High income: OECD","North America","class","155317","lawrence","ks","15","doctoral","carnegie"
"970","evol",1990,2837,"robert","d","holt","ae","se","university of kansas",NA,"lawrence","KS","usa",NA,"USA","High income: OECD","North America","class","155317","lawrence","ks","15","doctoral","carnegie"
"971","arees",1992,625,"daphne","gail","fautin","e","eic","university of kansas",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","155317","lawrence","ks","15","doctoral","carnegie"
"972","ajb",1995,2139,"michael",NA,"christianson","ae","se","university of kansas",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","155317","lawrence","ks","15","doctoral","carnegie"
"973","ajb",1995,439,"chris",NA,"haufler","ae","se","university of kansas",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","155317","lawrence","ks","15","doctoral","carnegie"
"974","plantecol",2006,256,"bryan",NA,"foster","editorial.board","se","university of kansas",NA,"lawrence","KS","usa",NA,"USA","High income: OECD","North America","class","155317","lawrence","ks","15","doctoral","carnegie"
"975","evol",2009,1531,"john",NA,"kelly","ae","se","university of kansas",NA,"lawrence","KS","usa",NA,"USA","High income: OECD","North America","class","155317","lawrence","ks","15","doctoral","carnegie"
"976","oecol",2013,1778,"joy","k","ward","handling.editor","se","university of kansas",NA,"lawrence",NA,"usa",NA,"USA","High income: OECD","North America","class","155317","lawrence","ks","15","doctoral","carnegie"
"977","ecology",1996,2470,"norman","a","slade",NA,"se","university of kansas",NA,"lawrence","KS","usa",NA,"USA","High income: OECD","North America","class","155317","lawrence","ks","15","doctoral","carnegie"
"978","ecology",1999,3393,"val","h","smith",NA,"se","university of kansas",NA,"lawrence","KS","usa",NA,"USA","High income: OECD","North America","class","155317","lawrence","ks","15","doctoral","carnegie"
"979","ajb",1985,1338,"jerry",NA,"baskin","ec","se","university of kentucky",NA,NA,NA,"usa",NA,"USA","High income: OECD","North America","class","157085","lexington","ky","15","doctoral","carnegie"
"980","fem",1986,2609,"paul","j","kalisz","editorial.advisory.board","se","university of kentucky",NA,"lexington","KY","usa",NA,"USA","High income: OECD","North America","class","157085","lexington","ky","15","doctoral","carnegie"
